,Stn,Datum,P,qP
0,32,19280101,766.5,0
1,32,19280102,766.5,0
2,32,19280103,767.0,0
3,32,19280104,767.5,0
4,32,19280105,768.0,0
5,32,19280106,768.5,0
6,32,19280107,768.0,0
7,32,19280108,767.0,0
8,32,19280109,766.5,0
9,32,19280110,766.5,0
10,32,19280111,766.0,0
11,32,19280112,766.5,0
12,32,19280113,765.5,0
13,32,19280114,767.0,0
14,32,19280115,767.5,0
15,32,19280116,766.5,0
16,32,19280117,765.5,0
17,32,19280118,766.5,0
18,32,19280119,765.5,0
19,32,19280120,765.5,0
20,32,19280121,766.5,0
21,32,19280122,767.0,0
22,32,19280123,766.0,0
23,32,19280124,765.5,0
24,32,19280125,766.0,0
25,32,19280126,766.0,0
26,32,19280127,766.0,0
27,32,19280128,766.5,0
28,32,19280129,766.0,0
29,32,19280130,765.5,0
30,32,19280131,765.0,0
31,32,19280201,766.0,0
32,32,19280202,766.0,0
33,32,19280203,765.0,0
34,32,19280204,766.5,0
35,32,19280205,766.0,0
36,32,19280206,766.0,0
37,32,19280207,766.0,0
38,32,19280208,765.5,0
39,32,19280209,766.0,0
40,32,19280210,765.5,0
41,32,19280211,765.5,0
42,32,19280212,766.0,0
43,32,19280213,767.0,0
44,32,19280214,767.0,0
45,32,19280215,766.5,0
46,32,19280216,767.0,0
47,32,19280217,767.0,0
48,32,19280218,766.5,0
49,32,19280219,768.0,0
50,32,19280220,767.0,0
51,32,19280221,767.5,0
52,32,19280222,767.0,0
53,32,19280223,766.5,0
54,32,19280224,766.5,0
55,32,19280225,767.5,0
56,32,19280226,768.0,0
57,32,19280227,767.5,0
58,32,19280228,767.0,0
59,32,19280229,767.0,0
60,32,19280301,768.0,0
61,32,19280302,767.5,0
62,32,19280303,767.0,0
63,32,19280304,766.5,0
64,32,19280305,766.5,0
65,32,19280306,766.5,0
66,32,19280307,767.5,0
67,32,19280308,767.5,0
68,32,19280309,767.0,0
69,32,19280310,766.5,0
70,32,19280311,766.5,0
71,32,19280312,766.0,0
72,32,19280313,766.5,0
73,32,19280314,765.5,0
74,32,19280315,764.5,0
75,32,19280316,765.0,0
76,32,19280317,765.0,0
77,32,19280318,765.5,0
78,32,19280319,765.5,0
79,32,19280320,765.5,0
80,32,19280321,767.0,0
81,32,19280322,767.0,0
82,32,19280323,767.5,0
83,32,19280324,767.5,0
84,32,19280325,766.5,0
85,32,19280326,766.0,0
86,32,19280327,766.5,0
87,32,19280328,765.5,0
88,32,19280329,765.5,0
89,32,19280330,766.5,0
90,32,19280331,766.5,0
91,32,19280401,766.5,0
92,32,19280402,766.0,0
93,32,19280403,766.0,0
94,32,19280404,766.0,0
95,32,19280405,765.0,0
96,32,19280406,764.5,0
97,32,19280407,764.5,0
98,32,19280408,764.0,0
99,32,19280409,765.0,0
100,32,19280410,765.0,0
101,32,19280411,764.0,0
102,32,19280412,764.5,0
103,32,19280413,765.5,0
104,32,19280414,765.0,0
105,32,19280415,765.5,0
106,32,19280416,766.5,0
107,32,19280417,766.0,0
108,32,19280418,766.0,0
109,32,19280419,766.0,0
110,32,19280420,766.5,0
111,32,19280421,765.0,0
112,32,19280422,766.0,0
113,32,19280423,765.5,0
114,32,19280424,765.5,0
115,32,19280425,765.0,0
116,32,19280426,765.5,0
117,32,19280427,766.0,0
118,32,19280428,765.0,0
119,32,19280429,764.5,0
120,32,19280430,765.0,0
121,32,19280501,764.5,0
122,32,19280502,764.5,0
123,32,19280503,763.5,0
124,32,19280504,761.5,0
125,32,19280505,762.5,0
126,32,19280506,765.0,0
127,32,19280507,765.0,0
128,32,19280508,765.5,0
129,32,19280509,765.0,0
130,32,19280510,765.5,0
131,32,19280511,765.0,0
132,32,19280512,764.5,0
133,32,19280513,764.0,0
134,32,19280514,765.0,0
135,32,19280515,764.5,0
136,32,19280516,765.0,0
137,32,19280517,765.5,0
138,32,19280518,765.0,0
139,32,19280519,766.5,0
140,32,19280520,766.5,0
141,32,19280521,766.0,0
142,32,19280522,764.5,0
143,32,19280523,764.5,0
144,32,19280524,764.0,0
145,32,19280525,763.5,0
146,32,19280526,765.0,0
147,32,19280527,765.0,0
148,32,19280528,764.5,0
149,32,19280529,764.5,0
150,32,19280530,765.0,0
151,32,19280531,764.5,0
152,32,19280601,765.0,0
153,32,19280602,764.5,0
154,32,19280603,765.0,0
155,32,19280604,765.0,0
156,32,19280605,765.5,0
157,32,19280606,765.0,0
158,32,19280607,765.5,0
159,32,19280608,764.5,0
160,32,19280609,764.5,0
161,32,19280610,764.5,0
162,32,19280611,765.0,0
163,32,19280612,765.0,0
164,32,19280613,765.5,0
165,32,19280614,767.0,0
166,32,19280615,766.0,0
167,32,19280616,765.5,0
168,32,19280617,765.0,0
169,32,19280618,765.0,0
170,32,19280619,764.5,0
171,32,19280620,765.0,0
172,32,19280621,765.0,0
173,32,19280622,764.0,0
174,32,19280623,764.0,0
175,32,19280624,765.0,0
176,32,19280625,764.5,0
177,32,19280626,764.5,0
178,32,19280627,765.0,0
179,32,19280628,764.5,0
180,32,19280629,765.0,0
181,32,19280630,766.0,0
182,32,19280701,765.0,0
183,32,19280702,766.0,0
184,32,19280703,766.0,0
185,32,19280704,765.5,0
186,32,19280705,766.0,0
187,32,19280706,766.0,0
188,32,19280707,765.0,0
189,32,19280708,767.0,0
190,32,19280709,767.0,0
191,32,19280710,765.0,0
192,32,19280711,765.0,0
193,32,19280712,766.0,0
194,32,19280713,766.0,0
195,32,19280714,766.5,0
196,32,19280715,766.0,0
197,32,19280716,764.5,0
198,32,19280717,765.0,0
199,32,19280718,763.5,0
200,32,19280719,763.5,0
201,32,19280720,764.0,0
202,32,19280721,765.0,0
203,32,19280722,764.5,0
204,32,19280723,765.0,0
205,32,19280724,767.0,0
206,32,19280725,765.0,0
207,32,19280726,766.0,0
208,32,19280727,765.0,0
209,32,19280728,765.0,0
210,32,19280729,766.0,0
211,32,19280730,766.0,0
212,32,19280731,765.5,0
213,32,19280801,765.0,0
214,32,19280802,765.5,0
215,32,19280803,767.0,0
216,32,19280804,766.0,0
217,32,19280805,765.0,0
218,32,19280806,765.5,0
219,32,19280807,765.0,0
220,32,19280808,766.0,0
221,32,19280809,765.5,0
222,32,19280810,765.0,0
223,32,19280811,765.5,0
224,32,19280812,765.5,0
225,32,19280813,764.5,0
226,32,19280814,765.5,0
227,32,19280815,765.0,0
228,32,19280816,766.5,0
229,32,19280817,765.5,0
230,32,19280818,764.5,0
231,32,19280819,764.5,0
232,32,19280820,765.5,0
233,32,19280821,765.0,0
234,32,19280822,765.5,0
235,32,19280823,766.0,0
236,32,19280824,765.0,0
237,32,19280825,764.5,0
238,32,19280826,765.5,0
239,32,19280827,765.5,0
240,32,19280828,765.0,0
241,32,19280829,765.0,0
242,32,19280830,765.0,0
243,32,19280831,766.0,0
244,32,19280901,765.5,0
245,32,19280902,766.0,0
246,32,19280903,765.0,0
247,32,19280904,764.5,0
248,32,19280905,765.0,0
249,32,19280906,763.0,0
250,32,19280907,764.0,0
251,32,19280908,762.5,0
252,32,19280909,765.0,0
253,32,19280910,765.0,0
254,32,19280911,764.5,0
255,32,19280912,763.5,0
256,32,19280913,762.0,0
257,32,19280914,762.0,0
258,32,19280915,764.0,0
259,32,19280916,763.5,0
260,32,19280917,763.5,0
261,32,19280918,762.5,0
262,32,19280919,764.0,0
263,32,19280920,766.0,0
264,32,19280921,766.0,0
265,32,19280922,764.5,0
266,32,19280923,766.0,0
267,32,19280924,766.0,0
268,32,19280925,764.0,0
269,32,19280926,764.0,0
270,32,19280927,764.0,0
271,32,19280928,764.5,0
272,32,19280929,765.0,0
273,32,19280930,765.0,0
274,32,19281001,764.0,0
275,32,19281002,765.0,0
276,32,19281003,764.5,0
277,32,19281004,764.5,0
278,32,19281005,764.0,0
279,32,19281006,764.0,0
280,32,19281007,763.0,0
281,32,19281008,763.0,0
282,32,19281009,764.0,0
283,32,19281010,763.5,0
284,32,19281011,763.0,0
285,32,19281012,762.5,0
286,32,19281013,763.5,0
287,32,19281014,763.5,0
288,32,19281015,763.5,0
289,32,19281016,764.5,0
290,32,19281017,764.5,0
291,32,19281018,764.0,0
292,32,19281019,764.0,0
293,32,19281020,765.0,0
294,32,19281021,765.0,0
295,32,19281022,763.0,0
296,32,19281023,764.0,0
297,32,19281024,763.5,0
298,32,19281025,762.5,0
299,32,19281026,765.0,0
300,32,19281027,764.5,0
301,32,19281028,764.5,0
302,32,19281029,762.5,0
303,32,19281030,763.0,0
304,32,19281031,764.0,0
305,32,19281101,763.5,0
306,32,19281102,763.5,0
307,32,19281103,763.5,0
308,32,19281104,764.5,0
309,32,19281105,764.5,0
310,32,19281106,764.5,0
311,32,19281107,764.0,0
312,32,19281108,764.0,0
313,32,19281109,764.5,0
314,32,19281110,763.5,0
315,32,19281111,763.0,0
316,32,19281112,763.5,0
317,32,19281113,765.0,0
318,32,19281114,763.5,0
319,32,19281115,764.0,0
320,32,19281116,764.0,0
321,32,19281117,764.0,0
322,32,19281118,763.0,0
323,32,19281119,763.0,0
324,32,19281120,763.5,0
325,32,19281121,763.5,0
326,32,19281122,764.0,0
327,32,19281123,764.5,0
328,32,19281124,764.0,0
329,32,19281125,764.0,0
330,32,19281126,764.0,0
331,32,19281127,764.5,0
332,32,19281128,765.0,0
333,32,19281129,765.5,0
334,32,19281130,764.5,0
335,32,19281201,765.0,0
336,32,19281202,765.0,0
337,32,19281203,765.5,0
338,32,19281204,765.5,0
339,32,19281205,764.5,0
340,32,19281206,764.0,0
341,32,19281207,764.5,0
342,32,19281208,764.5,0
343,32,19281209,765.0,0
344,32,19281210,764.5,0
345,32,19281211,764.5,0
346,32,19281212,765.0,0
347,32,19281213,764.5,0
348,32,19281214,764.5,0
349,32,19281215,764.5,0
350,32,19281216,764.5,0
351,32,19281217,764.5,0
352,32,19281218,764.5,0
353,32,19281219,764.5,0
354,32,19281220,764.5,0
355,32,19281221,764.5,0
356,32,19281222,764.5,0
357,32,19281223,764.5,0
358,32,19281224,764.0,0
359,32,19281225,764.5,0
360,32,19281226,764.5,0
361,32,19281227,764.5,0
362,32,19281228,764.5,0
363,32,19281229,764.5,0
364,32,19281230,764.5,0
365,32,19281231,764.0,0
